util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0,0.07762624
0.070572099,47,0,2130.0,,4,0,1,0,0.0,0.0484916
0.0,45,1,0.374666158,10483.0,17,0,3,0,0.0,0.24169748
0.370555219,51,0,2761.0,,12,0,2,0,2.0,0.14633392
0.0,62,0,0.0,,4,0,0,0,0.0,0.035421
0.04495646,63,0,0.15240501,9500.0,4,0,1,0,0.0,0.029980037
0.310439069,60,4,2950.0,,12,0,2,0,0.0,0.50656205
0.9999999,39,98,0.0,,0,98,0,98,0.0,0.9118631
0.303717749,54,0,0.66953624,3600.0,11,0,1,0,0.0,0.18373193
0.012247902,64,0,0.001406206,32000.0,3,0,0,0,0.0,0.02548873
0.831026048,43,0,0.126973311,8804.0,13,0,0,0,0.0,0.40358812
0.156464409,45,0,1986.0,,17,0,3,0,0.0,0.22221568
0.0,38,1,0.915060671,1400.0,3,1,1,0,2.0,0.74560136
0.00999001,43,0,197.0,,2,0,0,0,2.0,0.05327044
0.549776335,43,0,0.477002706,8500.0,7,0,2,0,2.0,0.22180706
0.017651972,53,0,0.26843204,9100.0,6,0,1,0,0.0,0.046190012
0.065688636,50,0,0.264957265,3626.0,6,0,1,0,1.0,0.049102306
0.0,38,0,0.3823138820000001,12800.0,11,0,4,0,0.0,0.26481995
0.135371075,57,0,0.408368326,6667.0,15,0,1,0,0.0,0.10912244
0.014166286,74,0,0.21345121600000005,6333.0,12,0,1,0,0.0,0.041350603
0.094190527,31,0,218.0,,7,0,0,0,0.0,0.06709196
0.9999999,35,0,1782.0,,3,0,2,0,0.0,0.30002257
0.066052985,56,0,1625.0,,6,0,1,0,0.0,0.024666967
0.021607816,52,0,0.395023328,4500.0,11,0,1,0,2.0,0.07467839
0.182724252,39,0,0.129934841,2608.0,5,0,0,0,2.0,0.14415213
0.24652915,109,0,318.0,,3,0,0,0,,0.08579178
0.093200479,50,0,0.579488644,7000.0,12,0,4,0,0.0,0.1516503
0.180525106,46,0,0.08459154099999999,10000.0,2,0,0,0,0.0,0.1107338
0.167304475,54,0,0.595895817,3800.0,5,0,1,0,1.0,0.08722042
0.975839717,39,0,2710.5,1.0,9,0,1,0,0.0,0.45703974
0.9999999,43,0,1247.0,,1,0,0,0,0.0,0.40010515
0.359477533,37,0,0.44951712,6833.0,5,0,2,0,2.0,0.15113103
0.0,64,0,0.036351098,30452.0,2,0,0,0,0.0,0.06321982
0.56839682,49,0,0.295764869,4320.0,9,0,1,0,1.0,0.22329259
0.098465124,40,0,0.25814837,5000.0,9,0,1,0,3.0,0.06654898
0.8952150209999999,54,3,1514.0,,7,0,1,0,0.0,0.60544264
0.5956662779999999,69,0,0.189719049,6477.0,11,0,1,0,1.0,0.16159452
0.004422608,80,0,17.0,,7,0,0,0,0.0,0.022372274
0.288213073,54,0,0.320421821,4930.0,8,0,1,0,0.0,0.093034185
0.024022958,44,0,0.369784565,3666.0,9,0,2,0,0.0,0.087359495
0.0,78,0,0.0,,6,0,0,0,0.0,0.032748904
0.026509663,39,0,0.191174731,8452.0,13,0,3,0,1.0,0.071332365
0.206482964,45,0,0.463670127,10500.0,12,0,2,0,1.0,0.11867495
0.017064599,75,0,639.0,,7,0,1,0,0.0,0.023760898
0.04481627,59,0,0.223185121,15000.0,16,0,1,0,0.0,0.05590878
0.235528942,45,1,0.075083893,2383.0,3,1,0,1,0.0,0.8142844
0.018292846,49,0,0.28651351,8400.0,6,0,2,0,2.0,0.043956496
0.087607619,45,0,0.374099047,4300.0,8,0,1,0,2.0,0.063793495
0.020805188,44,0,0.897102897,1000.0,5,0,1,0,0.0,0.04924805
1.00239952,42,1,0.299350325,2000.0,5,0,1,2,0.0,0.822205
0.012537002,68,0,0.00129987,10000.0,8,0,0,0,1.0,0.030544434
0.005512644000000001,62,0,0.952698201,1500.0,10,0,2,0,2.0,0.058780525
0.613576566,32,2,0.057191233,10630.0,9,0,0,0,0.0,0.5441802
0.219654499,63,1,3511.0,,12,0,2,0,0.0,0.21441367
0.133686631,25,0,0.009359251,4166.0,2,0,0,0,0.0,0.1258109
0.406985488,39,1,0.4822962000000001,8500.0,11,0,2,0,1.0,0.34753162
0.232407601,33,1,0.275303644,2716.0,7,0,0,0,0.0,0.34460768
0.003250984,76,0,0.103112111,2666.0,7,0,0,0,0.0,0.039191164
0.231598459,57,0,0.048652776,9166.0,3,0,0,0,0.0,0.07889036
0.056999416,62,0,0.116106135,17750.0,18,0,1,0,3.0,0.053939056
0.589528305,59,0,0.303756917,10300.0,7,0,1,0,0.0,0.10929983
0.06778423900000001,64,0,2148.0,,6,0,1,0,0.0,0.025739051
0.9999999,39,0,0.070981917,5916.0,4,0,0,0,2.0,0.3602317
0.974471589,44,0,1293.5,1.0,6,0,0,0,2.0,0.4238617
0.960856616,56,1,0.248805586,2720.0,10,1,0,0,1.0,0.8314323
0.9999999,79,0,0.0,,0,0,0,0,,0.50018287
0.060912152,40,0,0.010618364,1600.0,4,0,0,0,0.0,0.06219341
0.543800604,59,0,0.6694757889999999,7000.0,16,0,1,0,2.0,0.27672908
0.457439022,50,0,0.456851885,5596.0,7,0,1,0,0.0,0.1602344
0.435939102,60,0,0.5511859410000001,8136.0,11,0,2,0,1.0,0.14784952
0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0,0.808343
0.17377118600000002,51,1,0.038214186,10728.0,11,0,0,0,2.0,0.41754436
0.246758441,72,0,0.147159647,4083.0,3,0,1,0,2.0,0.057977542
0.05880047,27,0,0.065837601,4100.0,6,1,1,0,1.0,0.5260625
0.890994063,46,0,0.4355579570000001,3700.0,6,0,0,0,3.0,0.45096174
0.025914337000000003,63,0,1130.0,,17,0,1,0,0.0,0.088363856
0.547659012,42,0,0.21193267,18000.0,9,0,2,0,3.0,0.1891198
0.067296896,66,1,0.15310586199999998,8000.0,25,0,0,1,0.0,0.6027661
0.074727011,73,0,0.030564884,26500.0,11,0,1,0,0.0,0.04419
0.013692447,51,0,454.0,,6,0,1,0,0.0,0.035744004
0.073382734,49,0,0.338728874,4200.0,15,1,2,0,0.0,0.56163985
0.017837002,82,0,0.6771472390000001,2607.0,11,0,1,0,0.0,0.085258834
0.9999999,46,1,0.0,2000.0,1,0,0,0,0.0,0.5094668
0.334188969,37,0,0.742106816,6777.0,14,0,2,0,1.0,0.3396682
0.005666457,27,0,523.0,,4,0,0,0,,0.078998886
0.13299659,55,0,2686.0,,7,0,2,0,0.0,0.04420114
0.012595209,63,0,533.0,,5,0,1,0,,0.029120691
0.041763122,78,0,0.04199664,4166.0,7,0,1,0,0.0,0.03289361
0.026231338,63,0,0.1807896,4153.0,6,0,0,0,0.0,0.043806884
0.902209779,33,0,0.547390522,3333.0,5,0,1,0,0.0,0.33229533
0.591081784,39,1,0.460272873,4983.0,6,0,1,0,3.0,0.39630303
0.053075411,47,0,0.381402066,9000.0,5,0,1,0,4.0,0.05558967
0.25853729,54,1,803.0,,15,0,0,1,,0.58804923
0.099614267,82,0,0.018121547,9049.0,6,0,0,0,0.0,0.035370693
0.019853938,37,2,0.452934662,5417.0,15,0,2,0,2.0,0.38946772
0.460357801,52,0,2690.0,,14,0,2,0,0.0,0.23647252
0.0,43,0,0.26217902600000004,8333.0,9,0,2,0,2.0,0.08645375
0.833817523,52,3,1775.0,,9,1,0,0,1.0,0.8602043
0.029569658,53,1,0.105787395,5822.0,13,0,0,0,1.0,0.21157695
0.215235049,41,0,0.165489163,8350.0,11,0,1,0,0.0,0.09488453
0.411171434,42,0,0.550064277,7000.0,10,0,2,0,2.0,0.20108832
0.076162047,53,0,0.130772893,6300.0,6,0,1,0,2.0,0.05575727
0.29814085,40,0,0.232157734,3600.0,7,0,0,0,2.0,0.14663604
0.206605648,47,0,0.310709479,5200.0,6,0,1,0,2.0,0.06150231
0.245823389,44,1,0.12386778,8500.0,4,0,0,0,4.0,0.2900708
0.9999999,35,0,0.105489451,10000.0,4,1,1,0,3.0,0.63509524
0.003585871,72,0,0.010643524,6106.0,10,0,0,0,0.0,0.055645693
0.076671092,60,0,0.095836855,9463.0,4,0,1,0,2.0,0.023198405
0.0,77,0,0.0,3523.0,3,0,0,0,0.0,0.03498467
0.547211731,34,0,0.175431303,4810.0,8,1,0,0,1.0,0.6087963
0.0,80,0,0.0,,3,0,0,0,0.0,0.04130941
0.008934588,61,0,965.0,,5,0,1,0,0.0,0.016273087
0.346610558,54,1,1725.0,,6,0,1,0,0.0,0.25205368
0.9999999,47,0,0.0,,0,0,0,0,,0.5998895
0.00282216,67,0,1449.0,,7,0,1,0,,0.026308116
0.023899602,64,0,0.321085888,4272.0,10,0,1,0,0.0,0.07583059
0.101386246,71,0,0.064100059,5116.0,7,0,0,0,0.0,0.050960127
0.021529081,56,0,0.009141551,7000.0,10,0,0,0,3.0,0.07475459
0.056129591,66,0,0.426801802,887.0,6,0,0,0,0.0,0.06271648
0.507256748,76,0,828.0,,3,0,0,0,0.0,0.1383717
0.0,50,0,272.0,,8,0,0,0,0.0,0.06951002
0.016934414,76,0,0.3818453020000001,4692.0,19,0,1,0,1.0,0.07595996
0.561234083,29,0,0.142102616,3975.0,5,0,0,0,0.0,0.21682747
0.371964912,48,0,0.588068655,6000.0,11,0,1,0,2.0,0.20050998
0.268379729,25,0,17.0,,4,0,0,0,,0.11884358
0.307807683,34,0,0.118822876,1800.0,8,0,0,0,0.0,0.13460033
0.965968344,40,0,0.577979206,3750.0,9,0,0,0,0.0,0.5206497
0.063018372,68,0,0.274207369,3500.0,5,0,0,0,0.0,0.03987545
0.0,51,2,0.0,12500.0,4,0,0,0,0.0,0.2962046
0.9999999,23,0,0.208992506,1200.0,1,0,0,0,0.0,0.38112158
0.06614669299999999,54,0,0.130836297,17433.0,4,0,2,0,1.0,0.03561395
0.766946087,45,0,0.058761249,17000.0,6,0,0,0,3.0,0.2753332
0.099152137,68,0,0.259352084,10772.0,6,0,1,0,2.0,0.031394325
0.181689952,56,0,0.160707143,12500.0,20,0,1,0,0.0,0.092210844
0.08617142,47,0,0.3799415470000001,6500.0,15,0,3,0,2.0,0.12424022
0.014362984,38,0,0.298136149,12500.0,6,0,2,0,3.0,0.049355205
0.304739052,57,4,0.365713587,8183.0,9,0,1,0,1.0,0.5355535
0.12344773,63,0,0.072428648,7427.0,8,0,0,0,1.0,0.059428692
0.571527353,77,1,0.973491258,1772.0,11,0,0,0,0.0,0.50115424
0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0,0.07099609
0.668308581,46,0,0.49310138,5000.0,5,0,1,0,0.0,0.20484217
0.794212219,53,0,0.433985839,2400.0,5,2,1,0,0.0,0.7598182
0.563864244,50,0,0.115525632,15000.0,9,0,1,0,1.0,0.16369554
0.291253534,38,0,0.284709853,10666.0,7,0,1,0,2.0,0.0904312
0.234482919,52,0,0.471505699,5000.0,14,0,0,0,0.0,0.23842888
0.082461456,54,0,0.886868687,2474.0,10,0,2,0,0.0,0.0854723
0.684769702,77,3,0.479813665,10303.0,16,3,2,0,1.0,0.86594963
0.017506332,44,1,0.28693656100000003,9583.0,8,0,1,0,0.0,0.15101282
0.0,54,0,0.261412487,4884.0,12,1,1,1,1.0,0.736069
0.443547022,41,0,1779.0,,6,0,1,0,0.0,0.19244614
0.283271754,57,0,0.495036544,9166.0,21,0,2,0,0.0,0.12581052
0.384871781,37,0,0.638788585,8584.0,15,0,2,0,0.0,0.2955754
0.174751171,41,1,0.194450197,4828.0,7,0,0,0,2.0,0.23801048
0.0,51,0,0.7030296970000001,10000.0,20,0,3,0,3.0,0.19718078
0.0,42,0,467.0,,2,0,0,0,0.0,0.08733982
0.991152514,60,0,0.7893396979999999,6284.0,7,0,2,0,3.0,0.2689599
1.0103665309999998,78,2,0.463752334,12855.0,10,0,1,1,0.0,0.7750571
0.07920536,47,0,0.411817853,5533.0,11,0,2,0,1.0,0.07900109
0.024719011000000003,51,0,0.007197121,2500.0,3,0,0,0,0.0,0.07057325
0.079803877,59,0,0.246225506,12451.0,14,0,2,0,0.0,0.044664804
0.05917938900000001,56,0,0.014182344,3454.0,4,0,0,0,0.0,0.03459973
0.214589891,75,0,657.0,,1,0,0,0,0.0,0.049684804
0.014577962,63,0,983.0,,7,0,1,0,0.0,0.024118051
0.099764127,38,0,0.227337942,7666.0,9,0,1,0,0.0,0.08534384
0.082763908,48,0,0.27587848800000003,10500.0,8,0,2,0,0.0,0.04801691
0.9999999,23,0,0.0,800.0,0,0,0,0,0.0,0.40964392
0.7674465109999999,35,0,0.113396173,3500.0,2,0,0,0,2.0,0.3183022
0.042847048,66,0,0.63327674,5300.0,14,0,2,0,0.0,0.08807315
0.053434037,41,0,0.452203824,12500.0,7,0,2,0,2.0,0.05366557
0.080083629,77,0,32.0,,5,0,0,0,0.0,0.025255246
0.06004476,70,0,0.441082803,3139.0,6,0,1,0,0.0,0.03873435
0.0,66,0,0.7221773109999999,3710.0,5,0,3,0,1.0,0.12427268
0.0,46,0,0.138976837,6000.0,6,0,1,0,2.0,0.06471179
0.7685195140000001,50,0,0.511581614,5525.0,6,0,1,0,3.0,0.27764195
0.397362608,35,1,0.978104379,3333.0,17,0,1,0,2.0,0.5506282
0.009465405,59,1,0.275890099,6150.0,4,0,1,0,1.0,0.10289587
0.176125506,74,0,283.0,,4,0,0,0,0.0,0.045074563
0.07313241,27,0,0.173884077,1500.0,7,0,0,0,0.0,0.12315128
0.185666958,41,0,0.251218598,8000.0,11,0,2,0,1.0,0.108755685
0.143985601,40,0,1971.0,,5,0,1,0,0.0,0.08396712
0.069094032,61,0,0.209754194,12814.0,7,0,1,0,1.0,0.030474214
0.0,43,0,1221.0,,8,0,1,0,,0.058503687
0.721986227,45,0,1.798695247,2145.0,12,0,3,0,2.0,0.5643733
0.032748363,88,0,1373.0,0.0,2,0,1,0,0.0,0.019897051
1.092301238,38,4,0.8823897009999999,8000.0,14,1,2,0,1.0,0.96841305
0.047483914,67,0,0.308350622,3855.0,12,0,1,0,0.0,0.043299075
0.457405679,28,0,0.070686071,1442.0,2,0,0,0,0.0,0.2386193
0.037713208,77,0,0.009497626,4000.0,3,0,0,0,0.0,0.031842116
0.799180612,65,0,0.286510912,10400.0,5,0,1,0,2.0,0.18420003
0.35097686,35,0,1.594189316,3200.0,7,0,1,0,0.0,0.23716643
0.788686723,24,0,0.331334333,2000.0,6,0,0,0,0.0,0.33579582
0.184134509,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0,0.17605576
0.9999999,60,0,0.198521647,10416.0,4,2,1,0,2.0,0.64340305
0.07179521400000001,42,0,1586.0,,4,0,2,0,,0.059882794
0.169951252,47,0,122.0,,2,0,0,0,3.0,0.09753569
0.025084882000000003,56,1,0.618038196,10000.0,14,0,5,0,0.0,0.33596995
0.244349718,64,0,1.225050916,981.0,13,0,1,0,0.0,0.1369304
1.107892108,21,0,0.008247938,4000.0,2,0,0,0,0.0,0.59581363
0.852213505,64,0,0.544367644,5352.0,8,0,1,0,0.0,0.19621976
0.9999999,53,0,0.438943109,4200.0,8,0,1,0,0.0,0.33039245
0.07455516400000001,41,0,0.252650634,11600.0,6,0,1,0,1.0,0.041322887
0.9999999,59,0,0.41023622,2539.0,4,0,0,0,0.0,0.26955274
0.17937109699999998,88,0,3.077448747,1316.0,13,0,0,0,0.0,0.10340776
0.033154082,51,1,0.35794493200000005,6500.0,10,0,1,0,3.0,0.19675158
0.034332617999999995,35,0,0.289311091,6473.0,10,0,2,0,0.0,0.06390973
0.01790529,60,0,3527.0,,12,0,2,0,0.0,0.04328128
0.035998925,49,0,36.0,,3,0,0,0,2.0,0.04370216
0.025216706,76,0,0.013994402,2500.0,4,0,0,0,0.0,0.030194677
0.0,43,0,0.519668338,5185.0,8,0,1,0,0.0,0.08519802
0.022288912,65,0,0.368926215,5000.0,13,0,1,0,0.0,0.05089312
0.987940125,61,2,0.149522328,4500.0,4,0,0,0,0.0,0.5433703
0.012865069,72,0,0.00239904,2500.0,1,0,0,0,0.0,0.053736642
0.061115648,83,0,0.056766346,1972.0,9,0,0,0,0.0,0.07546349
0.013021933,63,0,0.291536278,13740.0,7,0,2,0,1.0,0.029868275
0.021163659,61,0,0.412627369,10500.0,11,0,2,0,0.0,0.05454354
1.03998334,27,2,0.434969854,1160.0,4,0,0,0,0.0,0.85130984
0.9999999,24,0,0.61298377,800.0,1,0,0,0,0.0,0.496623
0.9999999,38,1,0.186271243,3000.0,0,2,0,0,2.0,0.8296127
0.056897079,63,5,5057.0,,5,0,2,0,0.0,0.28738898
0.0,46,1,0.269487009,3001.0,2,0,1,0,0.0,0.24630481
0.569553881,39,3,0.322425659,7700.0,8,0,1,0,5.0,0.67447
0.5177906210000001,62,1,0.48161885,9166.0,11,0,2,0,0.0,0.35481
0.0,38,0,0.091127314,44574.0,7,0,1,0,3.0,0.07666247
0.007249819,44,0,0.220163723,9283.0,6,0,1,0,1.0,0.029735705
0.0,76,0,0.62063228,600.0,5,0,0,0,0.0,0.08466334
0.931213757,64,0,0.348089172,3139.0,5,0,1,0,0.0,0.218173
0.004945383,27,0,0.414634146,2500.0,8,0,1,0,0.0,0.07370908
0.655196588,48,0,0.588702234,10833.0,16,0,2,0,3.0,0.37749302
0.9999999,31,1,0.6783907490000001,4150.0,3,2,3,3,1.0,0.94696563
0.01259937,47,0,0.283300018,5502.0,7,0,1,0,0.0,0.045429576
0.035703734,81,0,46.0,,2,0,0,0,0.0,0.025297457
0.7182044890000001,66,1,0.482335689,7500.0,4,0,1,0,0.0,0.37374347
0.013655023999999998,74,0,0.082608696,10119.0,14,0,1,0,0.0,0.039978463
