util_linhas_inseguras_limitada,vezes_passou_de_30_59_dias,razao_debito_limitada,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,faixa_etaria,grupo_dependentes,grupo_salarial,inadimplente
0.051090947000000005,0,2.0,12,0,1,0,6,3,0,0
0.168386843,0,0.265900279,7,0,2,0,9,4,4,0
0.756715358,1,1.050271351,12,0,2,0,5,1,2,1
0.173030429,1,2.0,14,0,2,0,10,0,0,0
0.9999999,0,0.37037037,4,0,0,0,7,3,1,0
0.138012154,1,0.352973417,5,0,1,0,6,1,2,1
0.034331426,0,2.0,12,0,1,0,10,0,0,0
0.051278667,0,0.458470948,6,0,1,0,9,1,3,0
0.77637452,0,1.024165508,12,0,2,0,8,2,3,0
0.961229372,4,0.518629495,16,1,2,2,6,2,3,1
0.193261014,0,2.0,6,0,0,0,10,0,0,0
0.193174961,0,0.321688025,11,0,2,0,8,3,4,0
0.128019377,0,0.755424458,6,0,2,0,10,0,3,0
0.0049999,0,0.763874009,20,0,2,0,9,0,3,0
0.015366118,0,0.183950268,8,0,1,0,10,0,2,0
0.013789948,0,0.016793283,5,0,0,0,4,0,2,0
0.980760711,0,0.112126026,11,0,0,0,3,0,3,0
0.02966865,0,0.30556267600000003,15,0,1,1,8,0,2,0
0.01519848,0,0.28242939300000003,6,0,2,0,5,2,2,0
0.008632035,0,0.365151154,9,0,1,0,10,0,2,0
0.0,0,0.0,2,0,0,1,10,0,0,0
0.971105066,1,2.0,10,0,1,0,10,2,0,0
0.592346914,2,1.125308744,8,0,2,0,6,1,3,1
0.045294641,0,0.032567707,5,0,0,0,10,0,2,0
0.188927481,0,0.8206278029999999,6,0,0,0,8,0,1,0
0.6402084370000001,0,2.0,7,0,1,0,6,0,0,0
0.0,0,0.296616837,3,0,0,0,2,0,1,0
0.0007142569999999999,0,0.0,5,0,0,0,10,0,0,0
0.7053448390000001,0,0.614541173,21,0,2,0,8,2,4,0
0.167156024,0,0.370827819,15,0,1,0,10,1,3,0
0.08204460400000001,0,2.0,11,1,2,0,8,0,0,0
0.275662291,0,0.535466416,12,0,4,0,5,0,3,0
0.153876319,0,2.0,6,0,0,0,10,0,0,0
0.0025785,0,0.000399968,14,0,0,0,5,1,4,0
0.389870116,0,0.016318438,3,0,0,0,6,3,4,0
0.324847861,2,0.131974963,8,0,0,0,10,0,3,0
0.000853624,0,2.0,6,0,1,0,10,0,0,0
0.874140732,0,0.051703878,9,0,0,0,9,2,3,0
0.215081812,0,0.018141097,5,0,0,0,10,0,3,0
0.069521884,0,0.428409275,15,0,1,0,10,0,3,0
0.05309271,0,2.0,5,0,1,0,9,3,0,0
0.117152044,0,0.318490743,12,0,2,0,10,0,4,0
0.021366194,0,0.00159814,4,0,1,0,10,2,4,0
2.0,0,0.479826307,11,0,2,0,5,2,3,1
0.06706192700000001,0,0.117481643,5,0,1,0,9,0,3,0
0.7085828340000001,1,0.290903032,7,2,0,0,3,0,2,1
0.039752121,0,0.003928104,8,0,0,0,5,1,3,0
0.181810967,0,0.6209654379999999,5,0,1,0,4,0,2,0
0.178620344,0,0.411707507,19,0,1,0,9,0,3,0
0.056895398,0,0.33590468799999995,14,0,3,0,10,0,4,0
0.335483226,0,2.0,1,0,0,0,7,0,0,0
0.290255844,0,0.37246501,7,0,1,0,10,0,2,0
0.8979392759999999,0,0.5757103929999999,8,0,1,0,7,2,2,0
0.968274663,0,0.145906228,2,0,0,0,4,0,2,1
0.26999451,1,0.690342625,17,1,3,0,8,1,4,0
0.050193736,0,1.049507072,14,0,6,0,7,2,3,0
0.43967899,0,0.7486631020000001,10,0,1,0,3,0,2,1
0.6599621139999999,0,0.4336838670000001,11,0,2,0,9,0,4,0
0.251882492,0,2.0,10,0,1,0,8,0,0,0
0.008455844,0,0.001142748,8,0,0,0,10,0,3,0
0.0,0,2.0,13,0,0,0,10,0,0,0
0.014451426000000003,0,0.14010616,10,0,1,0,8,0,3,0
0.205137785,0,0.309012161,13,0,1,0,10,0,3,0
0.015155745,0,2.0,8,0,0,0,10,0,0,0
0.100583568,0,0.391304348,8,1,0,0,5,0,2,0
0.087607546,0,0.449616971,15,0,2,0,10,0,3,0
0.8844019559999999,1,2.0,7,0,1,0,9,0,0,0
0.829519661,1,0.949025487,12,0,1,0,10,0,1,0
0.039849125,0,0.302261008,10,0,1,0,6,2,3,0
0.268182997,1,2.0,18,0,0,0,10,0,0,0
0.046848448,0,0.188724832,8,0,0,0,6,2,2,0
0.136275951,0,0.473514779,13,0,2,0,9,3,3,0
0.033740797999999995,0,0.006342495,4,0,0,0,10,0,3,0
0.055820006,0,0.009172559,4,0,0,0,10,0,3,0
0.000554613,0,0.080016247,5,0,0,0,10,1,3,0
0.99380124,3,0.189523672,8,2,0,0,7,2,3,1
0.113610385,0,0.311377246,7,0,3,0,7,1,3,0
0.15439228,2,0.273177527,8,0,1,0,4,0,3,0
1.641196013,0,0.119063849,4,1,0,2,5,2,2,0
0.95852074,0,0.437385461,4,0,1,1,7,1,3,0
0.356863109,0,2.0,17,0,1,0,7,1,0,0
0.014759912,0,2.0,3,0,0,0,10,0,0,0
0.7228563840000001,0,0.6907097520000001,12,0,1,0,6,0,2,0
0.388507433,0,0.181026137,6,0,0,0,5,0,2,0
0.0,1,0.35362342,7,0,2,0,6,0,4,0
0.377396888,0,0.482122261,12,0,0,0,10,1,2,0
0.33668877700000005,1,0.48185118,5,0,1,0,5,2,3,0
0.7318938709999999,0,2.0,9,0,2,0,8,1,0,0
0.16635649,0,0.044488878,7,0,0,0,9,1,2,0
0.003045973,0,0.162060132,11,0,1,0,7,2,3,0
0.0,0,2.0,10,0,5,0,6,0,0,0
0.00721623,0,0.307461567,8,0,1,0,8,1,3,0
0.17483300699999998,0,2.0,9,0,2,0,9,3,0,0
0.036308096,0,0.74989899,8,0,1,0,10,0,2,0
0.347291901,1,0.032392115,8,0,0,0,10,0,3,0
0.029500538,0,1.157946051,10,0,3,0,6,0,2,0
0.126391054,0,0.616517622,11,0,0,0,4,0,1,0
0.023907646,0,0.309335963,14,0,2,0,10,0,3,0
0.18814412100000005,0,0.22822349600000005,22,0,0,0,10,1,3,0
0.019419612,0,0.101755166,3,0,1,0,10,0,3,0
0.071878125,0,2.0,10,0,0,0,10,0,0,0
0.033098345,0,0.8336665329999999,3,0,1,0,4,0,2,0
0.010223626,0,0.231862655,8,0,4,0,10,0,3,0
0.290850163,0,0.300574346,12,0,0,0,5,0,3,0
0.9999999,1,0.151890034,5,3,0,1,4,1,2,1
0.16982173,0,0.041450777,6,0,0,0,10,0,2,0
0.0,1,0.0,6,0,0,0,10,0,3,0
0.0,0,0.103621291,14,0,1,0,8,0,3,0
0.06374271299999999,0,0.51354131,4,0,1,0,5,1,2,0
0.134312077,0,0.237687813,8,0,2,0,10,0,3,0
0.015316701,0,0.336732653,9,0,1,0,9,1,3,0
0.009999275,0,0.085989251,6,0,0,0,6,3,3,0
0.024682148,0,0.533302569,8,0,2,0,8,0,3,0
0.027237104,0,2.0,10,0,3,0,9,0,0,0
0.123262702,0,0.469911337,16,0,1,0,10,2,3,0
0.246063405,1,2.0,17,0,1,0,10,3,0,0
0.479279638,0,0.413403199,10,0,2,0,10,0,2,0
0.003037997,1,0.370525637,15,0,1,1,6,0,2,1
0.934625442,0,0.5189684170000001,8,0,2,0,3,0,3,0
0.008723443,0,0.004751462,4,0,0,0,4,0,2,0
0.16894648399999998,0,0.134576334,9,0,1,0,4,0,3,0
0.966377993,1,0.304822706,6,0,1,0,7,0,4,0
0.060560909,0,0.198144148,8,0,1,1,6,2,4,0
0.213456163,0,0.735554618,9,0,2,0,10,0,2,0
0.322573314,0,0.502210433,14,0,2,0,9,1,3,0
0.358973541,0,0.233210761,22,0,0,0,9,0,3,0
0.082997559,0,2.0,5,0,2,0,8,0,0,0
0.394884093,0,0.5387246520000001,14,0,2,0,10,0,2,0
0.0,0,0.009715475,6,0,0,0,4,0,1,0
0.041104587000000005,0,0.3041988,8,0,0,0,3,0,2,0
0.00635045,0,0.6782157679999999,8,0,3,0,10,0,3,0
0.012365002,0,0.01037037,5,0,0,0,10,0,1,0
0.27605699,0,0.5109522710000001,9,0,1,0,10,0,2,0
0.081857206,0,0.366091191,13,0,2,0,6,0,3,0
0.049306934,0,0.349930014,6,0,1,0,10,1,3,0
0.517405221,0,0.239422868,11,0,1,0,10,1,3,0
0.088958257,0,2.0,10,0,0,0,10,0,0,0
0.280638235,0,0.480148529,12,0,1,2,8,0,2,0
0.024189312,1,0.56844048,11,0,1,0,10,1,2,0
0.457082994,0,2.0,8,0,1,0,9,3,1,0
0.0,0,2.0,4,0,0,0,3,1,0,0
0.11559422,0,0.214382326,4,0,1,0,9,0,3,0
0.377415092,0,0.998857469,9,0,1,0,9,0,2,0
0.477321969,0,2.0,54,0,7,0,8,3,3,0
0.107846107,0,0.441512514,6,0,1,0,4,0,2,0
0.612351368,0,0.305659704,12,0,0,0,5,0,3,0
0.043792097,0,0.360808709,6,0,2,0,10,0,3,0
0.0,0,2.0,8,0,0,0,9,0,0,1
0.982382871,2,0.651929825,9,0,0,0,10,0,2,0
0.0,0,0.197700415,6,0,1,0,10,1,3,0
0.564007915,0,0.6184615379999999,12,0,3,0,10,0,3,0
0.170948478,0,0.891527118,12,0,1,0,6,0,2,0
0.132737715,0,1.2436751,4,0,1,0,4,1,1,0
0.183772588,0,2.0,4,0,1,0,10,0,0,0
0.770081452,1,0.503004808,8,1,0,0,4,1,2,0
0.017557389,0,2.0,7,0,1,0,10,0,0,0
0.795871723,0,0.371150729,8,0,0,0,8,3,1,0
0.02988486,0,0.271649559,12,0,2,0,5,2,3,0
0.0,0,0.34892638,11,0,0,0,4,1,2,0
0.016472488,0,0.220836111,14,0,2,0,10,0,3,0
0.17758816100000002,0,2.0,2,0,0,0,8,0,0,0
0.060579668,0,2.0,5,0,0,0,9,2,0,0
0.229735483,0,0.296398892,15,0,5,0,7,1,4,0
0.0,0,0.066692554,7,0,0,0,10,0,3,0
0.009203751,0,0.234178679,9,0,2,0,10,0,4,0
0.002735043,2,0.16818774399999994,5,0,0,0,7,0,2,0
0.109835208,0,2.0,8,0,0,0,10,0,0,0
0.5616984279999999,0,0.648250098,12,0,2,0,4,3,3,0
0.495474223,0,0.33908129299999995,8,0,2,0,7,3,3,0
0.039432692000000005,0,2.0,9,0,1,0,8,0,0,0
0.142406733,0,0.359166427,15,0,2,0,7,0,3,0
0.420579645,3,0.368717504,6,0,2,0,5,2,3,0
0.151434559,2,0.164985001,16,0,1,0,10,0,3,0
0.9999999,0,0.05942784900000001,2,0,0,0,10,1,3,0
0.823073066,0,0.34925453100000003,9,0,1,0,7,0,4,0
0.038657074,0,2.0,5,0,0,0,10,1,0,0
0.165392709,0,2.0,13,0,2,0,6,3,0,0
0.144547041,0,0.5398787310000001,12,0,1,0,8,1,3,0
0.9999999,1,0.410317936,10,0,2,0,7,0,3,0
0.03298193,0,0.37881385,14,0,1,0,9,0,2,0
0.009499525,0,0.0017699120000000004,1,0,0,0,7,0,2,0
0.025814993,0,0.252671493,6,0,0,0,10,0,2,0
0.029438822000000007,0,0.135665834,3,0,0,0,8,0,2,0
0.162107774,0,0.448405896,6,0,2,0,7,0,3,0
0.887594847,0,0.334718471,6,0,1,0,9,0,3,0
0.50633273,0,0.349768415,7,0,1,0,8,0,3,0
0.0,0,0.351820995,6,0,1,0,4,0,2,0
0.9999999,1,0.34761496700000005,1,1,1,1,7,1,2,0
1.04219578,1,0.297610427,9,0,2,0,5,3,3,0
0.105657887,0,0.293395022,4,0,2,0,8,0,3,0
0.299339064,0,2.0,11,0,2,0,10,1,0,0
0.038711521,0,0.647784072,4,0,1,0,4,0,2,0
0.521569352,2,0.19620095,5,0,0,0,10,0,2,0
0.28978744100000003,0,0.719830628,8,0,2,0,7,1,2,0
0.23669372,0,0.573030968,8,0,2,0,9,1,2,0
0.932512649,1,2.0,13,0,2,0,8,3,0,0
0.23098823,0,2.0,14,0,3,0,6,3,0,0
0.963327411,6,1.7268193859999998,15,2,8,3,8,0,3,1
0.035660723,0,2.0,3,0,1,0,10,0,0,0
0.0,0,0.352984064,9,0,2,0,8,0,3,0
0.018658931,0,0.001041623,4,0,0,0,10,1,5,0
0.024556979,0,0.230967005,9,0,2,0,6,3,3,0
0.682263547,0,0.5472972970000001,7,0,3,0,4,0,3,0
0.775074655,0,0.432859762,7,0,1,0,10,0,2,0
0.9999999,5,0.5251247920000001,8,2,0,2,6,2,2,1
0.206978533,0,0.304936579,7,0,1,0,4,0,3,0
0.042510485999999986,0,0.258093324,13,0,1,0,10,0,3,0
0.014244607,0,0.2197982,7,0,1,0,10,0,3,0
0.025795232,0,0.269112101,7,0,1,0,6,3,3,0
0.611874656,0,2.0,13,0,0,0,10,2,3,0
0.725958696,0,0.479046243,6,0,0,0,10,1,2,1
0.0,1,2.0,5,0,2,0,9,0,0,0
0.0,0,0.0,2,0,0,0,6,3,0,0
0.15009769,0,2.0,1,0,0,0,7,1,0,0
0.01717404,0,0.437609075,9,0,2,0,5,2,3,0
0.190769889,0,0.261089043,11,0,1,0,10,0,4,0
0.227989322,0,0.147512155,7,0,3,0,10,0,5,0
0.050149747,0,0.5342595520000001,6,0,2,0,7,1,3,0
0.036552414,0,0.162924282,9,0,1,0,8,0,3,0
0.551949126,0,0.320117474,14,0,3,0,10,1,3,0
0.058379562,0,2.0,9,0,0,0,10,0,0,0
0.0,0,0.165202486,9,0,1,0,10,0,3,0
0.0,1,0.114494519,3,0,0,1,3,0,1,0
0.34775284,1,0.081383723,7,0,0,1,4,0,3,0
0.001097093,0,0.29613407,8,0,1,0,6,0,3,0
0.078698957,1,0.5435128379999999,11,0,1,0,9,0,2,0
1.002307337,0,0.244521338,5,0,0,0,4,3,2,0
0.834212372,0,0.485994802,13,0,2,0,10,1,3,0
0.821633673,0,0.563508482,8,0,0,0,5,3,2,0
0.9999999,0,2.0,3,0,0,0,9,3,0,0
0.008707187,0,2.0,5,0,1,0,9,0,0,0
0.12852275,1,2.0,22,0,1,0,9,2,0,0
0.024517189,0,0.385515728,2,0,1,0,4,2,2,0
0.322995508,0,0.377975337,6,0,1,0,10,0,2,0
0.15811251699999998,0,0.25463271600000004,15,0,1,0,7,3,3,0
0.040493066,0,0.0068394530000000005,9,0,0,0,10,0,3,0
0.265089225,0,0.241891149,6,0,1,0,10,0,3,0
0.101659426,0,0.043366472,6,0,0,0,8,2,3,0
0.377394146,0,2.0,8,0,1,0,8,1,0,0
0.779034538,1,2.0,8,0,0,0,7,0,0,0
0.006507868000000001,0,0.06343283599999999,5,0,1,0,10,0,2,0
0.08279448,2,0.0052849590000000005,4,0,0,0,10,0,3,0
0.624978817,1,0.115836758,7,0,0,0,6,2,3,1
0.8755567679999999,1,0.217225136,7,0,2,0,7,0,4,0
0.267874574,0,0.323394073,4,1,1,0,9,2,3,0
