util_linhas_inseguras_limitada,vezes_passou_de_30_59_dias,razao_debito_limitada,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,faixa_etaria,grupo_dependentes,grupo_salarial
0.8783723109999999,0,0.27726876100000003,9,0,0,0,5,1,3
0.058941059,0,0.080894383,4,0,0,0,3,0,3
0.8732506999999999,0,0.021000763,7,2,1,0,7,3,5
0.417290176,1,2.0,23,0,8,0,7,2,1
0.592819985,0,0.20584706,7,0,1,0,6,2,3
0.066286816,0,2.0,8,0,0,0,9,0,5
0.000449978,0,0.0,5,0,0,0,10,0,3
0.03552937,0,0.0009998,2,0,0,0,3,0,3
0.9999999,0,2.0,3,0,0,0,6,4,5
0.8591140890000001,0,0.160946351,2,0,0,0,8,0,2
0.113051593,0,0.131024634,9,0,0,0,3,0,2
0.6413762679999999,1,0.160811197,5,1,0,0,3,0,2
0.6356961,0,0.252866478,9,0,1,0,10,0,3
0.183095507,0,0.79128727,11,0,2,0,7,1,3
0.347330534,0,0.094502499,3,0,0,0,2,0,1
0.520300666,0,2.0,19,0,1,0,10,0,5
0.529129824,1,0.713090909,10,0,0,0,10,0,2
0.0,0,0.0,1,0,0,0,7,2,3
0.002777623,0,0.076510446,9,0,0,0,10,0,3
0.0,0,0.0,8,0,0,0,6,1,2
0.091717813,0,2.0,4,0,0,0,10,0,5
0.0,0,0.197057278,3,0,1,0,6,2,3
0.012008,0,0.0031956,10,0,0,0,8,1,4
0.0,0,2.0,5,0,0,0,10,4,5
1.0499002,0,0.073219505,6,0,0,1,3,0,3
0.5665775670000001,1,0.302608294,9,0,1,0,5,3,4
0.32743763,0,0.382808596,10,0,0,0,10,0,1
0.040339651,1,2.0,9,0,2,0,10,0,5
0.011770756,0,0.001470156,4,0,0,0,10,0,2
0.035565408,0,0.497233518,9,0,4,0,8,2,4
0.970388412,0,0.391001607,5,0,1,0,6,1,3
0.015805942,0,0.149314482,5,0,1,0,8,2,3
0.193265993,0,0.11572107,5,0,1,0,8,2,2
0.045926651,0,0.023990404,11,0,0,0,10,0,2
0.070572099,0,2.0,4,0,1,0,7,0,5
0.0,1,0.374666158,17,0,3,0,7,0,3
0.370555219,0,2.0,12,0,2,0,8,2,5
0.0,0,0.0,4,0,0,0,10,0,5
0.04495646,0,0.15240501,4,0,1,0,10,0,3
0.310439069,4,2.0,12,0,2,0,10,0,5
0.9999999,98,0.0,0,98,0,98,6,0,5
0.303717749,0,0.66953624,11,0,1,0,9,0,2
0.012247902,0,0.001406206,3,0,0,0,10,0,5
0.831026048,0,0.126973311,13,0,0,0,6,0,3
0.156464409,0,2.0,17,0,3,0,7,0,5
0.0,1,0.915060671,3,1,1,0,5,2,1
0.00999001,0,2.0,2,0,0,0,6,2,5
0.549776335,0,0.477002706,7,0,2,0,6,2,3
0.017651972,0,0.26843204,6,0,1,0,8,0,3
0.065688636,0,0.264957265,6,0,1,0,8,1,2
0.0,0,0.3823138820000001,11,0,4,0,5,0,4
0.135371075,0,0.408368326,15,0,1,0,9,0,3
0.014166286,0,0.21345121600000005,12,0,1,0,10,0,3
0.094190527,0,2.0,7,0,0,0,4,0,5
0.9999999,0,2.0,3,0,2,0,5,0,5
0.066052985,0,2.0,6,0,1,0,9,0,5
0.021607816,0,0.395023328,11,0,1,0,8,2,3
0.182724252,0,0.129934841,5,0,0,0,6,2,2
0.24652915,0,2.0,3,0,0,0,10,4,5
0.093200479,0,0.579488644,12,0,4,0,8,0,3
0.180525106,0,0.08459154099999999,2,0,0,0,7,0,3
0.167304475,0,0.595895817,5,0,1,0,9,1,2
0.975839717,0,2.0,9,0,1,0,6,0,1
0.9999999,0,2.0,1,0,0,0,6,0,5
0.359477533,0,0.44951712,5,0,2,0,5,2,3
0.0,0,0.036351098,2,0,0,0,10,0,5
0.56839682,0,0.295764869,9,0,1,0,8,1,2
0.098465124,0,0.25814837,9,0,1,0,6,3,3
0.8952150209999999,3,2.0,7,0,1,0,9,0,5
0.5956662779999999,0,0.189719049,11,0,1,0,10,1,3
0.004422608,0,2.0,7,0,0,0,10,0,5
0.288213073,0,0.320421821,8,0,1,0,9,0,3
0.024022958,0,0.369784565,9,0,2,0,7,0,2
0.0,0,0.0,6,0,0,0,10,0,5
0.026509663,0,0.191174731,13,0,3,0,6,1,3
0.206482964,0,0.463670127,12,0,2,0,7,1,3
0.017064599,0,2.0,7,0,1,0,10,0,5
0.04481627,0,0.223185121,16,0,1,0,10,0,4
0.235528942,1,0.075083893,3,1,0,1,7,0,2
0.018292846,0,0.28651351,6,0,2,0,8,2,3
0.087607619,0,0.374099047,8,0,1,0,7,2,2
0.020805188,0,0.897102897,5,0,1,0,7,0,1
1.00239952,1,0.299350325,5,0,1,2,6,0,1
0.012537002,0,0.00129987,8,0,0,0,10,1,3
0.005512644000000001,0,0.952698201,10,0,2,0,10,2,1
0.613576566,2,0.057191233,9,0,0,0,4,0,3
0.219654499,1,2.0,12,0,2,0,10,0,5
0.133686631,0,0.009359251,2,0,0,0,3,0,2
0.406985488,1,0.4822962000000001,11,0,2,0,6,1,3
0.232407601,1,0.275303644,7,0,0,0,4,0,2
0.003250984,0,0.103112111,7,0,0,0,10,0,2
0.231598459,0,0.048652776,3,0,0,0,9,0,3
0.056999416,0,0.116106135,18,0,1,0,10,3,4
0.589528305,0,0.303756917,7,0,1,0,10,0,3
0.06778423900000001,0,2.0,6,0,1,0,10,0,5
0.9999999,0,0.070981917,4,0,0,0,6,2,3
0.974471589,0,2.0,6,0,0,0,7,2,1
0.960856616,1,0.248805586,10,1,0,0,9,1,2
0.9999999,0,0.0,0,0,0,0,10,4,5
0.060912152,0,0.010618364,4,0,0,0,6,0,1
0.543800604,0,0.6694757889999999,16,0,1,0,10,2,3
0.457439022,0,0.456851885,7,0,1,0,8,0,3
0.435939102,0,0.5511859410000001,11,0,2,0,10,1,3
0.859196167,2,0.142791724,13,1,2,4,8,1,5
0.17377118600000002,1,0.038214186,11,0,0,0,8,2,3
0.246758441,0,0.147159647,3,0,1,0,10,2,2
0.05880047,0,0.065837601,6,1,1,0,3,1,2
0.890994063,0,0.4355579570000001,6,0,0,0,7,3,2
0.025914337000000003,0,2.0,17,0,1,0,10,0,5
0.547659012,0,0.21193267,9,0,2,0,6,3,4
0.067296896,1,0.15310586199999998,25,0,0,1,10,0,3
0.074727011,0,0.030564884,11,0,1,0,10,0,5
0.013692447,0,2.0,6,0,1,0,8,0,5
0.073382734,0,0.338728874,15,1,2,0,8,0,2
0.017837002,0,0.6771472390000001,11,0,1,0,10,0,2
0.9999999,1,0.0,1,0,0,0,7,0,1
0.334188969,0,0.742106816,14,0,2,0,5,1,3
0.005666457,0,2.0,4,0,0,0,3,4,5
0.13299659,0,2.0,7,0,2,0,9,0,5
0.012595209,0,2.0,5,0,1,0,10,4,5
0.041763122,0,0.04199664,7,0,1,0,10,0,2
0.026231338,0,0.1807896,6,0,0,0,10,0,2
0.902209779,0,0.547390522,5,0,1,0,4,0,2
0.591081784,1,0.460272873,6,0,1,0,6,3,3
0.053075411,0,0.381402066,5,0,1,0,7,3,3
0.25853729,1,2.0,15,0,0,1,9,4,5
0.099614267,0,0.018121547,6,0,0,0,10,0,3
0.019853938,2,0.452934662,15,0,2,0,5,2,3
0.460357801,0,2.0,14,0,2,0,8,0,5
0.0,0,0.26217902600000004,9,0,2,0,6,2,3
0.833817523,3,2.0,9,1,0,0,8,1,5
0.029569658,1,0.105787395,13,0,0,0,8,1,3
0.215235049,0,0.165489163,11,0,1,0,6,0,3
0.411171434,0,0.550064277,10,0,2,0,6,2,3
0.076162047,0,0.130772893,6,0,1,0,8,2,3
0.29814085,0,0.232157734,7,0,0,0,6,2,2
0.206605648,0,0.310709479,6,0,1,0,7,2,3
0.245823389,1,0.12386778,4,0,0,0,7,3,3
0.9999999,0,0.105489451,4,1,1,0,5,3,3
0.003585871,0,0.010643524,10,0,0,0,10,0,3
0.076671092,0,0.095836855,4,0,1,0,10,2,3
0.0,0,0.0,3,0,0,0,10,0,2
0.547211731,0,0.175431303,8,1,0,0,5,1,3
0.0,0,0.0,3,0,0,0,10,0,5
0.008934588,0,2.0,5,0,1,0,10,0,5
0.346610558,1,2.0,6,0,1,0,9,0,5
0.9999999,0,0.0,0,0,0,0,7,4,5
0.00282216,0,2.0,7,0,1,0,10,4,5
0.023899602,0,0.321085888,10,0,1,0,10,0,2
0.101386246,0,0.064100059,7,0,0,0,10,0,3
0.021529081,0,0.009141551,10,0,0,0,9,3,3
0.056129591,0,0.426801802,6,0,0,0,10,0,1
0.507256748,0,2.0,3,0,0,0,10,0,5
0.0,0,2.0,8,0,0,0,8,0,5
0.016934414,0,0.3818453020000001,19,0,1,0,10,1,3
0.561234083,0,0.142102616,5,0,0,0,4,0,2
0.371964912,0,0.588068655,11,0,1,0,7,2,3
0.268379729,0,2.0,4,0,0,0,3,4,5
0.307807683,0,0.118822876,8,0,0,0,5,0,1
0.965968344,0,0.577979206,9,0,0,0,6,0,2
0.063018372,0,0.274207369,5,0,0,0,10,0,2
0.0,2,0.0,4,0,0,0,8,0,4
0.9999999,0,0.208992506,1,0,0,0,2,0,1
0.06614669299999999,0,0.130836297,4,0,2,0,9,1,4
0.766946087,0,0.058761249,6,0,0,0,7,3,4
0.099152137,0,0.259352084,6,0,1,0,10,2,3
0.181689952,0,0.160707143,20,0,1,0,9,0,4
0.08617142,0,0.3799415470000001,15,0,3,0,7,2,3
0.014362984,0,0.298136149,6,0,2,0,5,3,4
0.304739052,4,0.365713587,9,0,1,0,9,1,3
0.12344773,0,0.072428648,8,0,0,0,10,1,3
0.571527353,1,0.973491258,11,0,0,0,10,0,1
0.115483365,0,0.280658938,5,0,1,0,5,2,3
0.668308581,0,0.49310138,5,0,1,0,7,0,3
0.794212219,0,0.433985839,5,2,1,0,8,0,2
0.563864244,0,0.115525632,9,0,1,0,8,1,4
0.291253534,0,0.284709853,7,0,1,0,5,2,3
0.234482919,0,0.471505699,14,0,0,0,8,0,3
0.082461456,0,0.886868687,10,0,2,0,9,0,2
0.684769702,3,0.479813665,16,3,2,0,10,1,3
0.017506332,1,0.28693656100000003,8,0,1,0,7,0,3
0.0,0,0.261412487,12,1,1,1,9,1,3
0.443547022,0,2.0,6,0,1,0,6,0,5
0.283271754,0,0.495036544,21,0,2,0,9,0,3
0.384871781,0,0.638788585,15,0,2,0,5,0,3
0.174751171,1,0.194450197,7,0,0,0,6,2,3
0.0,0,0.7030296970000001,20,0,3,0,8,3,3
0.0,0,2.0,2,0,0,0,6,0,5
0.991152514,0,0.7893396979999999,7,0,2,0,10,3,3
1.0103665309999998,2,0.463752334,10,0,1,1,10,0,4
0.07920536,0,0.411817853,11,0,2,0,7,1,3
0.024719011000000003,0,0.007197121,3,0,0,0,8,0,2
0.079803877,0,0.246225506,14,0,2,0,10,0,4
0.05917938900000001,0,0.014182344,4,0,0,0,9,0,2
0.214589891,0,2.0,1,0,0,0,10,0,5
0.014577962,0,2.0,7,0,1,0,10,0,5
0.099764127,0,0.227337942,9,0,1,0,5,0,3
0.082763908,0,0.27587848800000003,8,0,2,0,7,0,3
0.9999999,0,0.0,0,0,0,0,2,0,1
0.7674465109999999,0,0.113396173,2,0,0,0,5,2,2
0.042847048,0,0.63327674,14,0,2,0,10,0,3
0.053434037,0,0.452203824,7,0,2,0,6,2,4
0.080083629,0,2.0,5,0,0,0,10,0,5
0.06004476,0,0.441082803,6,0,1,0,10,0,2
0.0,0,0.7221773109999999,5,0,3,0,10,1,2
0.0,0,0.138976837,6,0,1,0,7,2,3
0.7685195140000001,0,0.511581614,6,0,1,0,8,3,3
0.397362608,1,0.978104379,17,0,1,0,5,2,2
0.009465405,1,0.275890099,4,0,1,0,10,1,3
0.176125506,0,2.0,4,0,0,0,10,0,5
0.07313241,0,0.173884077,7,0,0,0,3,0,1
0.185666958,0,0.251218598,11,0,2,0,6,1,3
0.143985601,0,2.0,5,0,1,0,6,0,5
0.069094032,0,0.209754194,7,0,1,0,10,1,4
0.0,0,2.0,8,0,1,0,6,4,5
0.721986227,0,1.798695247,12,0,3,0,7,2,1
0.032748363,0,2.0,2,0,1,0,10,0,0
1.092301238,4,0.8823897009999999,14,1,2,0,5,1,3
0.047483914,0,0.308350622,12,0,1,0,10,0,2
0.457405679,0,0.070686071,2,0,0,0,3,0,1
0.037713208,0,0.009497626,3,0,0,0,10,0,2
0.799180612,0,0.286510912,5,0,1,0,10,2,3
0.35097686,0,1.594189316,7,0,1,0,5,0,2
0.788686723,0,0.331334333,6,0,0,0,3,0,1
0.184134509,0,0.6059446070000001,10,0,3,0,8,1,3
0.9999999,0,0.198521647,4,2,1,0,10,2,3
0.07179521400000001,0,2.0,4,0,2,0,6,4,5
0.169951252,0,2.0,2,0,0,0,7,3,5
0.025084882000000003,1,0.618038196,14,0,5,0,9,0,3
0.244349718,0,1.225050916,13,0,1,0,10,0,1
1.107892108,0,0.008247938,2,0,0,0,2,0,2
0.852213505,0,0.544367644,8,0,1,0,10,0,3
0.9999999,0,0.438943109,8,0,1,0,8,0,2
0.07455516400000001,0,0.252650634,6,0,1,0,6,1,4
0.9999999,0,0.41023622,4,0,0,0,10,0,2
0.17937109699999998,0,2.0,13,0,0,0,10,0,1
0.033154082,1,0.35794493200000005,10,0,1,0,8,3,3
0.034332617999999995,0,0.289311091,10,0,2,0,5,0,3
0.01790529,0,2.0,12,0,2,0,10,0,5
0.035998925,0,2.0,3,0,0,0,8,2,5
0.025216706,0,0.013994402,4,0,0,0,10,0,2
0.0,0,0.519668338,8,0,1,0,6,0,3
0.022288912,0,0.368926215,13,0,1,0,10,0,3
0.987940125,2,0.149522328,4,0,0,0,10,0,3
0.012865069,0,0.00239904,1,0,0,0,10,0,2
0.061115648,0,0.056766346,9,0,0,0,10,0,1
0.013021933,0,0.291536278,7,0,2,0,10,1,4
0.021163659,0,0.412627369,11,0,2,0,10,0,3
1.03998334,2,0.434969854,4,0,0,0,3,0,1
0.9999999,0,0.61298377,1,0,0,0,3,0,1
0.9999999,1,0.186271243,0,2,0,0,5,2,2
0.056897079,5,2.0,5,0,2,0,10,0,5
0.0,1,0.269487009,2,0,1,0,7,0,2
0.569553881,3,0.322425659,8,0,1,0,6,4,3
0.5177906210000001,1,0.48161885,11,0,2,0,10,0,3
0.0,0,0.091127314,7,0,1,0,5,3,5
0.007249819,0,0.220163723,6,0,1,0,7,1,3
0.0,0,0.62063228,5,0,0,0,10,0,1
0.931213757,0,0.348089172,5,0,1,0,10,0,2
0.004945383,0,0.414634146,8,0,1,0,3,0,2
0.655196588,0,0.588702234,16,0,2,0,7,3,3
0.9999999,1,0.6783907490000001,3,2,3,3,4,1,2
0.01259937,0,0.283300018,7,0,1,0,7,0,3
0.035703734,0,2.0,2,0,0,0,10,0,5
0.7182044890000001,1,0.482335689,4,0,1,0,10,0,3
0.013655023999999998,0,0.082608696,14,0,1,0,10,0,3
0.00215378,1,0.345187002,12,0,1,0,10,0,1
0.277032266,0,0.612191025,9,0,1,0,7,0,2
0.688631487,2,0.0896048,13,0,0,0,10,0,5
0.100017475,0,0.12125675,9,0,0,0,7,2,3
0.016161616,0,0.023809524,4,0,0,0,8,1,1
0.292090185,0,0.519688753,10,0,1,0,10,0,2
0.024674383,0,0.017028773,3,0,0,0,8,0,1
0.436167269,0,2.0,15,0,1,0,7,2,1
0.451192902,0,0.7260547890000001,8,0,3,0,9,0,3
0.312971371,0,0.927913707,18,0,2,0,7,0,2
0.156944907,4,0.346331709,9,0,4,0,8,2,3
0.300336333,0,0.641199572,5,0,1,0,8,0,2
0.347879761,0,0.027035674,6,0,0,0,5,2,3
0.906690592,0,2.0,4,0,1,0,5,0,5
0.00050238,0,0.173270089,10,0,0,0,5,0,2
0.01408411,0,0.820043892,13,0,1,0,9,3,2
0.323400005,0,0.270746644,18,0,2,0,9,1,5
0.000886898,1,0.14222222199999998,4,0,1,0,7,0,2
0.38654265,0,0.6267107129999999,6,0,1,0,10,0,2
0.091130531,0,0.512090038,12,0,6,0,4,0,4
0.06192681200000001,0,0.475836018,14,0,2,0,7,0,3
0.132941043,0,1.232781377,17,0,1,0,10,3,2
0.9999999,0,0.470725995,3,2,0,1,3,0,1
0.9999999,1,2.0,2,0,1,1,5,0,5
0.170832825,0,2.0,6,0,0,0,4,0,5
0.020543587,0,0.17619680899999998,5,0,1,0,7,2,3
0.0,0,0.434932042,5,0,1,0,6,2,3
0.023827898,0,0.040356299,10,0,1,0,10,1,3
0.7487575590000001,0,0.192510453,2,0,0,0,7,0,3
1.070619587,0,0.058465286,2,0,0,0,2,0,1
0.014282669,0,0.166305616,10,0,1,0,10,0,3
0.128524765,0,0.396700412,5,0,0,0,7,0,2
0.019522578,0,0.258185454,15,0,2,0,10,0,2
0.0,0,0.0,8,0,0,0,10,0,3
0.009038288,0,0.296901033,10,0,0,0,10,0,2
0.9999999,0,0.000302939,1,0,0,0,8,0,2
0.051765249000000006,0,2.0,1,0,0,0,10,0,5
0.17485713100000005,0,0.249880326,18,0,2,0,10,0,3
0.08562393,0,0.216536426,4,0,1,0,7,0,4
0.667907711,1,0.414101909,17,0,4,0,10,3,5
0.546554078,3,0.910272432,16,0,2,0,10,0,2
0.9999999,0,0.030890988,0,1,0,0,6,3,2
0.061439003,0,0.199156199,7,0,1,0,9,0,3
0.257896293,0,0.485813614,5,0,2,0,8,2,3
0.21588920600000006,0,0.421810425,11,0,1,0,8,2,3
0.337558869,0,2.0,9,0,1,0,10,0,5
0.9999999,0,2.0,4,0,1,0,10,0,5
0.118794604,0,1.3830040469999998,24,0,5,0,10,0,2
0.583616008,0,0.41433121,3,0,1,0,9,0,2
0.033398664,0,2.0,9,0,0,0,10,0,5
0.891310869,0,0.329608281,8,0,1,0,6,1,3
0.132341446,0,0.063640049,16,0,0,0,3,0,3
0.013142254,0,2.0,7,0,1,0,10,0,5
0.053624822,0,2.0,1,0,0,0,8,0,5
0.126445417,0,0.286080878,8,0,3,0,10,1,4
0.8434917259999999,0,0.577303561,15,0,1,0,10,1,3
0.9999999,0,2.0,3,0,0,0,6,2,5
0.035320682,0,0.533561839,10,0,1,0,10,1,2
0.179820504,0,0.107446277,3,0,0,0,10,0,1
0.103607841,0,0.337700396,8,0,1,0,7,3,3
1.00189084,2,0.285091655,9,0,0,1,10,1,3
0.168244636,1,0.406734858,13,0,1,0,9,0,3
0.003481224,0,2.0,6,0,0,1,10,0,5
0.444211422,0,0.287156587,7,0,2,0,8,0,3
0.9999999,0,0.142194745,3,0,0,0,8,0,3
0.07885698599999999,2,0.766718507,19,0,2,0,10,0,3
0.013666016,0,0.16856741100000006,6,0,2,0,10,1,3
0.191361728,0,0.454012263,8,0,1,0,4,0,2
0.192693193,0,2.0,9,0,1,0,10,4,5
0.416731474,0,0.409993454,7,0,1,0,4,2,3
0.045735259,0,2.0,3,0,0,0,10,0,5
0.06596179,0,0.376135472,10,0,2,0,7,2,3
0.025943844,0,0.337264453,9,0,2,0,8,4,3
0.001462936,0,0.150868413,10,0,1,0,8,3,4
0.669085693,0,0.881513205,7,0,0,0,8,0,1
0.415430267,6,0.394810738,18,1,3,0,8,2,3
0.003649939,0,0.17927710800000002,7,0,1,0,7,1,3
0.9999999,0,2.0,0,0,0,0,7,0,5
0.545514203,0,0.32825069,6,0,1,0,6,2,3
0.287817141,0,0.183763247,8,0,0,0,9,2,3
1.121171771,0,2.0,4,0,0,0,9,4,5
0.905121825,0,0.415401703,8,0,0,0,6,0,2
0.9999999,1,0.108618654,1,2,0,0,8,3,2
0.9999999,0,0.0,2,0,0,0,5,0,2
0.463891753,0,0.066491689,4,0,0,0,8,2,3
0.261497739,0,0.6262713329999999,14,0,1,0,4,0,3
0.00680839,0,2.0,2,0,1,0,10,0,5
0.0,0,0.261394884,7,0,1,0,10,0,4
0.026152385,0,0.279879996,15,0,1,0,7,0,3
0.677576546,2,0.960652591,13,0,1,1,10,0,1
0.004874656,1,2.0,21,0,3,0,9,0,1
0.0,1,0.735243798,20,0,1,0,8,0,2
0.0,0,0.186454236,20,0,1,0,9,0,4
0.019797308,0,0.006498375,7,0,0,0,10,0,2
0.0,0,2.0,2,0,0,0,9,0,5
0.012923725,0,2.0,8,0,0,0,8,0,5
0.322875071,0,0.511664075,10,0,2,0,9,0,3
0.206852876,1,0.417880023,5,0,1,1,5,2,2
0.556811704,1,0.074785043,6,0,0,0,6,3,3
0.123407088,1,0.8711796629999999,12,0,2,0,6,2,2
0.39290601,0,2.0,1,0,0,0,6,0,5
0.075462938,0,0.526889865,9,0,2,0,8,0,3
0.9999999,1,0.006584855,2,0,0,0,7,2,2
2.0,0,0.211157768,4,0,1,0,6,2,3
0.486708871,0,0.252884414,15,0,1,0,6,0,3
0.474262869,0,0.011336982,3,0,0,0,2,0,2
0.698762036,2,0.036499254,3,0,0,0,6,3,3
0.06917806,0,2.0,10,0,2,0,8,0,5
0.133573751,0,0.20829167,19,0,1,0,8,3,4
0.454359518,0,2.0,9,0,0,0,3,0,5
0.592145127,0,0.496424599,6,0,1,0,10,0,3
0.079692187,0,0.309409034,4,0,1,0,8,2,3
0.05892411700000001,0,0.639307566,31,0,2,0,9,1,3
0.173501732,0,2.0,31,0,9,0,10,0,5
0.234358633,1,2.0,2,0,0,0,5,1,5
0.051539912,0,2.0,3,0,0,0,8,0,5
0.592186476,0,0.261614193,6,0,1,0,10,2,3
0.88419487,0,0.28845692300000003,6,0,0,0,4,0,3
0.296945624,0,2.0,11,0,2,0,10,0,5
0.088722699,0,2.0,7,0,1,0,7,0,5
0.9999999,0,0.326124704,4,0,1,0,5,0,3
0.8288473959999999,0,1.008952447,21,0,2,0,10,1,3
0.000530044,1,2.0,9,0,0,0,10,0,5
0.0040887070000000005,0,0.312196515,5,0,1,0,7,0,2
0.9999999,0,0.124291903,2,0,0,0,5,0,2
0.9999999,0,0.159014558,1,0,0,0,3,0,1
0.081962822,0,2.0,3,0,0,0,9,0,5
0.581021466,0,0.418992731,21,0,4,0,9,0,5
0.073859059,0,0.150167138,5,0,2,0,7,1,4
0.16131085,0,0.359305363,6,0,1,0,5,0,3
0.228694714,0,2.0,11,0,2,0,10,0,5
